fips,state,county,child_poverty_rate,convenience_stores,convenience_stores_per_1k,csa_farms,deep_poverty_rate,dollar_stores,dollar_stores_per_1k,farmers_markets,farmers_markets_accepting_snap,farmers_markets_per_1k,fast_food_per_1k,fast_food_restaurants,food_banks,food_hubs,food_insecurity_rate,full_service_per_1k,full_service_restaurants,general_food_sales_tax,grocery_stores,grocery_stores_per_1k,low_access_children,low_access_low_income,low_access_no_car_hh,low_access_pop,low_access_seniors,low_access_snap_hh,median_household_income,metro_nonmetro,pct_65_and_older,pct_adult_diabetes,pct_adult_obesity,pct_farmers_markets_snap,pct_free_lunch_eligible,pct_low_access,pct_low_access_children,pct_low_access_low_income,pct_low_access_no_car,pct_low_access_seniors,pct_low_access_snap,pct_reduced_lunch_eligible,pct_school_breakfast,pct_school_lunch,pct_snap_participants,pct_summer_food,pct_under_18,pct_wic_participants,persistent_poverty,population_loss,poverty_rate,snap_authorized_stores,snap_benefits_per_capita,snap_participation_rate,snap_redemptions_per_store,snap_stores_per_1k,specialized_food_stores,supercenters,supercenters_per_1k,very_low_food_security_rate,wic_authorized_stores,wic_redemptions_per_capita,wic_stores_per_1k
01021,AL,Chilton,22.4,33,0.743293464,0,6.004524887,16,0.360384703,0,0,0,0.608149171,27,0,0,11.5,0.427956849,19,4,4,0.090096176,9346.599224,1907.003366,619.5814478,4445.710214,4810.447742,2481.910075,55142,1,17.11689697,11.3,38.3,0,55.92147746,10.18653679,85.27919006,4.369551659,3.7418859,81.24384308,14.9891901,5.165956348,12.96029472,19.16269922,15.25961434,16.80606811,23.61265384,2.235864677,0,0,15.5,54,46.43894958,80,1229077.674,1.196278214,3,,,4.4,5,11.82746601,0.110766508
01023,AL,Choctaw,32.4,13,1.04686749,0,9.402523209,7,0.563697875,1,0,0.077875555,0.644226134,8,0,0,11.5,0.563697875,7,4,4,0.322113067,2806.776718,1807.806134,474.2014912,3372.206135,2154.342397,1274.356559,40601,0,22.91354126,10.4,38.3,0,56.78929766,24.33224678,89.35933685,13.04427528,8.083898544,85.52371216,21.72445488,0,12.96029472,19.16269922,15.25961434,16.80606811,19.71575207,2.235864677,1,1,23.3,17,61.87255096,80,363016.7012,1.341858029,,,,4.4,3,,0.23679848
01025,AL,Clarke,29.2,16,0.686960638,0,10.55722302,14,0.60109055,2,1,0.08361204,1.159246087,27,0,0,11.5,0.515220463,12,4,6,0.257610232,5084.313474,4740.444249,892.4969347,10185.6494,3166.953262,1605.353408,45447,0,20.87755014,11.8,38.3,50,53.25443787,39.42882919,79.57917786,18.3503437,8.634003639,75.87334442,15.53016758,3.229783037,12.96029472,19.16269922,15.25961434,16.80606811,20.95551609,2.235864677,1,0,19.4,29,62.38461304,80,1656536.356,1.25769794,,,,4.4,5,29.72286415,0.216844484
01027,AL,Clay,27.6,10,0.762660146,0,5.59902376,8,0.610128105,2,0,0.150659129,0.381330073,5,0,0,11.5,0.305064052,4,4,,,2377.885647,414.4237569,133.8106103,978.4654012,1733.756273,636.637858,47036,0,21.34026412,8.8,38.3,0,52.12335693,7.023150921,75.63249207,2.97461772,2.359975576,70.79445648,11.22818089,9.605662285,12.96029472,19.16269922,15.25961434,16.80606811,20.63079517,2.235864677,0,0,18.4,13,34.04006577,80,197633.3154,0.914913058,,,,4.4,1,,0.070377931
01029,AL,Cleburne,22.1,12,0.801763892,0,5.333154218,6,0.400881946,1,0,0.066724494,0.534509242,8,0,0,11.5,,,4,,,3004.922464,303.1608309,195.2510017,891.4576465,1888.218549,646.9564346,49769,0,19.58023379,7.6,38.3,0,,5.954165459,84.62186432,2.024852037,3.314394951,79.97537231,10.98211575,,12.96029472,19.16269922,15.25961434,16.80606811,22.82146652,2.235864677,0,0,15,21,47.13703537,80,265566.8945,1.386687756,,,,4.4,2,,0.132065505
01031,AL,Coffee,24.2,28,0.526019156,0,7.327981651,20,0.375727981,2,0,0.038528964,0.920533538,49,0,0,11.5,0.544805586,29,4,6,0.112718388,8064.39585,4491.271716,504.8243079,16060.31677,4560.637263,1617.865526,55052,0,17.44505751,11.7,38.3,0,41.56994502,32.15407562,66.73614502,8.991894722,2.543323517,63.25432968,8.150866508,5.396049684,12.96029472,19.16269922,15.25961434,16.80606811,23.73702422,2.235864677,0,0,15.9,52,40.24829483,80,1700162.331,0.970891893,5,,,4.4,7,17.12593842,0.130696982
01033,AL,Colbert,23.6,52,0.938441813,0,6.957759004,19,0.3428922,2,1,0.036521677,0.992582679,55,0,0,11.5,0.595549643,33,4,8,0.144375667,8097.358928,4805.613205,799.6600057,17902.27803,6060.370271,1443.396039,53341,1,19.88746571,10.9,38.3,50,43.70926085,32.89167023,67.28734589,8.829303741,3.511439085,64.0428009,6.338190079,6.038617636,12.96029472,19.16269922,15.25961434,16.80606811,21.22948958,2.235864677,0,0,16.5,73,35.27278137,80,1532411.969,1.274663925,3,,,4.4,8,13.18953323,0.139689192
01035,AL,Conecuh,33.9,13,1.096953869,0,6.833674165,6,0.506286383,1,0,0.081453122,0.67504853,8,0,0,11.5,0.253143191,3,4,3,0.253143191,2123.331996,1757.865313,256.6236708,3486.381867,1937.697421,739.7969966,35621,0,23.08355609,10,38.3,0,61.31147541,26.35607719,69.80052948,13.28897285,4.562198639,82.03630066,13.15194702,0,12.96029472,19.16269922,15.25961434,16.80606811,20.00517375,2.235864677,0,0,22.4,15,60.56451035,80,344847.6337,1.295784354,,,,4.4,2,,0.172771245
01037,AL,Coosa,29.9,7,0.657276988,1,4.232488823,4,0.375586867,0,0,0,,,0,0,11.5,,,4,,,2114.439792,890.4899276,168.2329579,2606.28547,1729.716261,440.70481,45954,0,23.10580533,8.8,38.3,0,,22.58675385,89.21686554,7.717219353,3.509239912,87.80285645,9.19284153,,12.96029472,19.16269922,15.25961434,16.80606811,17.1753153,2.235864677,0,0,17.1,8,47.26916885,80,103260.7683,0.774518371,,,,4.4,1,,0.096814796
01039,AL,Covington,28.3,33,0.893582463,0,8.024121258,19,0.514486849,2,0,0.054074515,0.866504192,32,0,0,11.5,0.568643391,21,4,5,0.13539128,5929.877658,2069.705147,451.08964,4878.056131,4737.34357,1421.688853,44188,0,21.80995475,11.3,38.3,0,49.55414013,12.91687012,69.57500458,5.480484962,2.90444684,68.27127075,9.153878212,6.496815287,12.96029472,19.16269922,15.25961434,16.80606811,21.78067607,2.235864677,0,0,19.8,64,50.92291641,80,1589069.664,1.704757333,,,,4.4,6,17.36607933,0.159821004
01041,AL,Crenshaw,28.9,8,0.58475256,0,4.846860643,6,0.43856442,1,0,0.072337963,0.51165849,7,0,0,11.5,0.43856442,6,4,,,2558.550467,1878.169873,283.3122621,4100.535389,1575.981836,816.627488,38037,0,21.09292102,10.4,38.3,0,,29.48752594,77.34432983,13.50618362,5.012601852,71.31139374,14.44846916,,12.96029472,19.16269922,15.25961434,16.80606811,21.47946036,2.235864677,0,0,17.5,15,56.9829216,80,398173.1425,1.135933399,,,,4.4,2,,0.151457787
01043,AL,Cullman,17.5,60,0.709933162,0,5.725403647,34,0.40229544,1,0,0.011984373,0.816423118,69,0,0,11.5,0.496953189,42,4,12,0.141986623,15220.27392,2286.541018,888.1813027,6772.473154,9729.758286,2887.021358,55036,0,18.93451392,9.6,38.3,0,43.13941589,8.42284584,81.64945221,2.843744278,2.78741312,75.95439911,9.060448647,8.486184366,12.96029472,19.16269922,15.25961434,16.80606811,22.3362848,2.235864677,0,0,13.5,81,26.58305168,80,1648254.444,0.917493522,4,,,4.4,9,12.11657143,0.101943724
01045,AL,Dale,22.7,35,0.714883864,0,8.868980495,15,0.306378812,2,0,0.040853012,0.612757623,30,0,0,11.5,0.571907103,28,4,6,0.122551523,10087.16873,4419.827767,629.620346,11623.15007,5318.964061,2769.631532,50086,0,17.29311114,11.7,38.3,0,,23.13018608,80.84610748,8.795501709,3.137903452,78.69454193,13.80329704,,12.96029472,19.16269922,15.25961434,16.80606811,22.86420954,2.235864677,0,0,15.7,62,52.56098557,80,1399233.831,1.25366497,,,,4.4,6,12.07814789,0.121322416
01047,AL,Dallas,45.4,33,0.914178073,0,8.905423623,14,0.387833118,1,1,0.026102845,0.692559123,25,1,0,11.5,0.304726034,11,4,7,0.193916559,6008.029617,3841.756279,835.7772234,6671.785616,3439.166753,2430.203152,33159,0,18.99277209,14.4,38.3,100,66.28319841,15.22543526,51.8156929,8.767129898,4.897897243,55.78534698,14.24169731,0,12.96029472,19.16269922,15.25961434,16.80606811,23.00712391,2.235864677,1,1,29.5,47,95.29383087,80,2000231.784,1.226321578,,,,4.4,4,21.96640205,0.104367793
01049,AL,DeKalb,29.3,44,0.614027739,0,7.162382268,23,0.320969045,2,0,0.028017091,0.544251859,39,0,0,11.5,0.488431156,35,4,15,0.209327638,14610.77402,0,1058.883746,0,7750.428523,4020.142446,45062,0,17.57624846,9.4,38.3,0,55.35188216,0,79.55338287,0,3.944876432,78.48535156,14.97706032,5.008183306,12.96029472,19.16269922,15.25961434,16.80606811,24.70115071,2.235864677,0,0,19.4,92,52.7075386,80,2117259.57,1.283482194,3,,,4.4,11,15.86394882,0.153459817
01051,AL,Elmore,17.3,56,0.681613505,0,4.048460128,22,0.267776728,2,0,0.024423901,0.632926822,52,0,0,11.5,0.462523431,38,4,9,0.109545022,15105.69541,3952.656284,1050.744842,15065.60749,7845.886948,2813.12727,63147,1,16.67367607,14.2,38.3,0,45.99572062,18.99752617,80.74889374,4.984245777,3.712748051,83.14844513,9.940028191,7.397218401,12.96029472,19.16269922,15.25961434,16.80606811,21.56472714,2.235864677,0,0,12,81,30.69086456,80,2305755.608,0.923666358,,3,0.036515009,4.4,10,12.7893858,0.114032887
01053,AL,Escambia,29.9,29,0.799316466,0,12.29800135,15,0.413439542,2,0,0.054424729,0.88200438,32,0,0,11.5,0.413439542,15,4,4,0.110250548,5691.009633,2175.196723,355.61168,4078.117744,3763.929529,1519.61637,40506,0,19.37590119,13.8,38.3,0,64.73301401,10.64254761,65.5721817,5.676548958,2.511914015,64.76134491,10.73402786,4.93170126,12.96029472,19.16269922,15.25961434,16.80606811,22.25970563,2.235864677,1,0,23.8,34,58.44657135,80,1458040.04,0.925044239,,,,4.4,5,18.84827042,0.136035919
01055,AL,Etowah,25,76,0.742397726,0,6.214308065,34,0.332125306,3,0,0.029268008,0.830313265,85,0,0,11.5,0.625177026,64,4,12,0.1172207,16900.50401,13991.4474,1199.722086,42463.68394,11978.86919,3436.221776,46308,1,19.92536448,12.7,38.3,0,50.73407379,40.66234207,70.45986938,13.39791965,2.854034901,72.56402588,8.174473763,8.738669731,12.96029472,19.16269922,15.25961434,16.80606811,21.57372675,2.235864677,0,0,17.4,122,43.31793213,80,3136384.877,1.180477619,3,,,4.4,12,14.80763435,0.116112553
01057,AL,Fayette,26.5,10,0.615725636,0,9.359269157,5,0.307862818,1,0,0.060853161,0.554153085,9,0,0,11.5,0.36943537,6,4,,,2695.152605,74.13450891,292.162213,163.1621386,2193.829192,893.7910171,46122,0,21.78175357,8.6,38.3,0,49.89596338,0.946361244,70.24114227,0.429989606,4.11496067,71.13583374,12.58860588,7.990012484,12.96029472,19.16269922,15.25961434,16.80606811,21.62857668,2.235864677,0,0,19.6,9,53.85546875,80,540018.394,0.552248895,,,,4.4,3,,0.184082955
01059,AL,Franklin,25.1,19,0.603040576,0,6.734049274,11,0.349128753,2,1,0.063769408,0.507823646,16,0,0,11.5,0.476084679,15,4,8,0.253911823,5064.243571,1818.257577,319.1234742,4492.329393,3165.506235,1400.40454,45440,0,17.13013421,9.2,38.3,50,37.64475616,14.16959858,64.37325287,5.735104561,2.597456217,65.60634613,11.39837646,0,12.96029472,19.16269922,15.25961434,16.80606811,25.47877806,2.235864677,0,0,18.9,35,46.24898148,80,1082306.328,1.093374133,,,,4.4,6,23.05661392,0.187435567
01061,AL,Geneva,29.1,15,0.567945182,0,5.254958584,11,0.416493118,0,0,0,0.567945182,15,0,0,11.5,0.49221915,13,4,9,0.340767115,4424.410175,1035.163198,362.8394196,2243.087077,3167.839203,1486.34532,43206,1,21.0810608,8.8,38.3,0,54.84652666,8.372852325,73.85094452,3.863991022,3.322705269,67.77576447,13.61122131,7.108239095,12.96029472,19.16269922,15.25961434,16.80606811,21.90254698,2.235864677,0,0,21.1,34,48.1175766,80,933204.612,1.275941014,,,,4.4,5,12.81504917,0.187638387
01063,AL,Greene,51.8,9,1.126407981,0,14.9928913,6,0.750938654,2,0,0.242924809,,,0,0,11.5,,,4,,,1768.940311,2058.323195,381.1643286,2971.059008,1097.633618,1255.297729,30225,1,22.0698577,11.5,38.3,0,,32.84753036,80.62626648,22.75647545,10.12657642,75.49062347,33.35009766,,12.96029472,19.16269922,15.25961434,16.80606811,21.47477361,2.235864677,1,1,33.2,12,71.38088989,80,212434.98,1.557228088,,,,4.4,1,,0.129769012
01065,AL,Hale,32.6,9,0.613496959,0,7.956339672,5,0.340831637,1,0,0.067907102,0.408997953,6,0,0,11.5,0.408997953,6,4,,,3204.834238,1099.495022,477.807222,2389.264795,1852.055195,1260.780871,41995,1,19.05309435,11,38.3,0,61.03461109,15.16030979,81.86038971,6.976491451,7.616885185,78.1457901,20.09853172,5.880163751,12.96029472,19.16269922,15.25961434,16.80606811,22.33344606,2.235864677,1,0,22.1,14,65.8713913,80,491646.1825,0.949667633,,,,4.4,1,,0.067833401
01067,AL,Henry,24.6,10,0.580618918,0,6.585497511,4,0.232247576,2,0,0.116218261,0.638680816,11,0,0,11.5,0.52255702,9,4,,,2968.299285,1392.482845,292.088523,3963.487751,2317.694283,956.533841,56389,1,23.7256503,11.1,38.3,0,54.2519685,22.90768623,75.76057434,8.048103333,4.176272869,76.13976288,13.67649174,6.220472441,12.96029472,19.16269922,15.25961434,16.80606811,20.44208562,2.235864677,0,0,15.6,14,43.79802322,80,316555.1686,0.810091436,,,,4.4,4,8.930461884,0.231454685
01069,AL,Houston,27.1,73,0.684931517,0,7.77083868,37,0.347157061,3,0,0.028647276,1.135297418,121,1,0,11.5,0.703696728,75,4,17,0.159504592,12744.1682,4307.734556,870.6424649,14398.73965,7348.658398,2449.581725,48701,1,18.89890114,13.2,38.3,0,57.95012437,14.17938423,51.12801361,4.242109299,2.125124931,50.07603836,5.979110241,6.14197334,12.96029472,19.16269922,15.25961434,16.80606811,22.90628906,2.235864677,0,0,19.1,136,52.79211044,80,5109480.224,1.270553112,4,4,0.037530493,4.4,21,19.7773304,0.196188346
01071,AL,Jackson,27,39,0.756077707,0,5.55865331,17,0.32957232,1,0,0.0193289,0.63975805,33,0,0,11.5,0.484665185,25,4,8,0.155092865,9659.398603,2858.511566,734.7824721,5640.952357,6908.625491,2144.331793,46998,0,21.04071968,11,38.3,0,51.61210317,10.59791565,80.59573364,5.370416641,3.415527582,78.74872589,9.967609406,9.908234127,12.96029472,19.16269922,15.25961434,16.80606811,20.56144088,2.235864677,0,0,18.9,61,36.82001495,80,1355995.405,1.159299135,,,,4.4,8,9.95457077,0.15203923
01073,AL,Jefferson,23.6,464,0.708027244,0,7.317955594,139,0.212102994,17,4,0.025784923,1.040678024,682,1,0,11.5,0.625627518,410,4,113,0.172429055,74059.41765,82878.73575,8406.768347,226577.4197,40954.56679,18305.73592,55210,1,16.77997276,11.8,38.3,23.52941132,42.59428606,34.40988922,47.92621231,12.58663845,3.189601183,47.37754059,6.945355892,2.858980414,12.96029472,19.16269922,15.25961434,16.80606811,21.88074775,2.235864677,0,0,16.9,541,42.68610764,80,21913102.19,0.804742157,33,18,0.027466575,4.4,74,11.34148979,0.110075638
01075,AL,Lamar,24.7,9,0.653879702,0,5.464082763,10,0.726532996,1,0,0.072233461,0.508573115,7,0,0,11.5,0.653879702,9,4,4,0.290613204,2373.978611,60.62319601,296.0400116,89.14631214,2142.310939,805.3704288,44265,0,22.21586029,11.1,38.3,0,49.12803063,0.612100482,73.56611633,0.416253746,4.850729465,78.41548157,13.19630432,11.48447469,12.96029472,19.16269922,15.25961434,16.80606811,21.1351274,2.235864677,0,0,17,14,47.92695999,80,338354.2608,1.008282304,,,,4.4,4,11.0667038,0.288080662
01077,AL,Lauderdale,22.8,58,0.62119782,0,5.744562186,32,0.342729837,1,1,0.010824034,0.82469368,77,0,0,11.5,0.674749374,63,4,19,0.203495845,12752.8292,5998.904503,842.1853137,15761.73961,9071.024727,2134.278089,52222,1,20.34115686,9.7,38.3,100,44.20703487,17.00130463,63.82158661,6.470682144,2.177314758,58.32331085,5.517782211,4.69762419,12.96029472,19.16269922,15.25961434,16.80606811,19.93929289,2.235864677,0,0,16.2,91,29.68361664,80,2256232.275,0.964708626,3,4,0.04284123,4.4,12,10.5477314,0.127214327
01079,AL,Lawrence,23,24,0.730437934,0,5.619486585,13,0.395653903,1,1,0.030342568,0.517393529,17,0,0,11.5,0.547828496,18,4,,,7158.339179,1838.522022,584.5891534,4274.931263,4259.885211,1814.077514,55555,1,18.99736946,8.9,38.3,100,53.85250981,12.44920158,89.88371277,5.354034901,4.281449795,85.21474457,13.28605175,9.58479653,12.96029472,19.16269922,15.25961434,16.80606811,21.75490581,2.235864677,0,0,13.9,25,43.61576843,80,758482.185,0.754922092,,,,4.4,2,,0.060393766
01081,AL,Lee,18.4,80,0.479527175,0,11.49324918,35,0.20979315,4,1,0.024399022,0.911101639,152,1,0,11.5,0.701308489,117,4,22,0.131869972,19832.33143,15523.9678,955.123665,47075.78023,7654.686856,3280.29936,54188,1,12.36907502,10.6,38.3,25,41.9307988,33.56633759,62.77842331,11.06901932,1.715318561,60.1972847,5.891130447,5.442118753,12.96029472,19.16269922,15.25961434,16.80606811,21.69236862,2.235864677,0,0,18,116,29.82159615,80,3724516.86,0.662380219,,4,0.02397636,4.4,14,8.211432457,0.079942442
01083,AL,Limestone,11.8,65,0.635833621,0,5.007457045,26,0.254333436,1,0,0.010397821,0.479320735,49,0,0,11.5,0.371718109,38,4,8,0.078256443,16365.6885,5319.875434,901.3462982,14117.29148,8130.833484,2945.790132,69207,1,15.84918413,10.4,38.3,0,40.76976422,17.05357552,82.40943146,6.426367283,2.866330624,79.81578064,9.36777401,5.471567268,12.96029472,19.16269922,15.25961434,16.80606811,23.02983489,2.235864677,0,0,9.9,79,17.53270531,80,1369010.422,0.758164644,,,,4.4,8,7.832710743,0.076776169
01085,AL,Lowndes,43,8,0.82978946,0,9.271458067,5,0.518618405,1,0,0.100260675,,,0,0,11.5,,,4,,,2613.36134,2282.850702,532.9001271,4410.397896,1526.463771,1326.745956,36993,1,20.83212104,11.2,38.3,0,71.19078105,39.03352356,95.65744019,20.2040062,12.24494743,92.23345947,30.48589134,0,12.96029472,19.16269922,15.25961434,16.80606811,19.66831539,2.235864677,1,0,28.3,16,92.51287842,80,226835.2758,1.575888872,,,,4.4,1,,0.098493055
01087,AL,Macon,42.9,10,0.5588153,0,10.97475456,7,0.39117071,1,0,0.054232877,0.72645992,13,0,0,11.5,,,4,3,0.16764459,3778.139896,4740.867764,804.3454228,8995.89335,2557.0201,1641.824482,35354,1,19.98771247,12.4,38.3,0,64.5267104,41.93498611,85.47827911,22.09988785,9.464000702,84.36225891,19.31785393,0,12.96029472,19.16269922,15.25961434,16.80606811,16.92607004,2.235864677,1,1,27.5,19,60.22631836,80,550403.1692,0.98968643,,,,4.4,3,,0.156266272
01089,AL,Madison,13.9,200,0.527074516,1,4.88084745,73,0.192382187,7,3,0.0190986,0.956640244,363,1,1,11.5,0.603500307,229,4,45,0.118591763,40685.7084,31281.08163,2623.42293,116445.7658,18664.47092,6288.225396,78386,1,15.51295494,10.4,38.3,42.8571434,31.42347651,34.77955246,51.18342972,9.342906952,1.947604299,45.66454697,4.668318748,3.661420375,12.96029472,19.16269922,15.25961434,16.80606811,21.64352717,2.235864677,0,0,10.2,297,26.31463432,80,8032110.45,0.761966348,21,14,0.036895216,4.4,45,8.340992928,0.115449443
01091,AL,Marengo,34.2,23,1.227779865,0,7.736045905,8,0.427053869,3,0,0.157348156,1.067634702,20,0,0,11.5,0.533817351,10,4,4,0.213526934,3048.107637,2785.494098,378.5250227,5807.572757,2113.100385,1038.37884,42048,0,20.36433266,12.1,38.3,0,60.55940467,27.61959839,58.71908188,13.24722576,4.434973717,61.71438217,12.16612625,5.080831409,12.96029472,19.16269922,15.25961434,16.80606811,22.09801791,2.235864677,1,1,24.6,22,63.36411667,80,1025343.44,1.147028208,,,,4.4,3,,0.156412929
01093,AL,Marion,24.5,24,0.807999194,0,5.282274803,11,0.370332956,2,0,0.067197524,0.908999085,27,0,0,11.5,0.538666129,16,4,4,0.134666532,5184.608474,317.3031544,354.4737784,933.0920136,3873.867142,1390.548753,44636,0,20.81046999,7.8,38.3,0,50.26760865,3.031882048,77.78857422,1.031008482,2.801942825,68.62474823,10.99161148,8.220937701,12.96029472,19.16269922,15.25961434,16.80606811,20.71163219,2.235864677,0,0,18.3,28,46.92567444,80,1087679.776,0.958805621,,,,4.4,6,16.64625168,0.205458343
