id,created_at,attended,did_not_attend_reason,rating,text,wait_time_minutes,information_accurate
110fbb66-7440-42a6-8fdc-ed9e97c2f9b0,2023-07-20T14:23:13.000Z,true,,5,Friendly atmosphere and no excessive paperwork. Felt like a real community.,8,true
6a2f5f0c-01ff-4c1b-969e-d362ae51d3b6,2026-02-25T12:47:13.000Z,true,,2,Some items were expired which was disappointing. Staff replaced them quickly.,44,true
4b7f6c11-2241-4075-bbdf-e19d11c94129,2024-06-20T23:55:13.000Z,true,,3,Some items were expired which was disappointing. Staff replaced them quickly.,31,true
3a1e3926-3009-4c5b-9ac0-cb36feead7fc,2025-01-25T21:23:13.000Z,true,,2,Decent selection but ran out of bread by the time I got there.,52,false
573a58c2-449c-4079-bb33-a8cb6950c99c,2024-11-04T13:16:13.000Z,true,,1,They turned me away because I live outside their zip code. Felt dehumanizing.,47,false
7164ca8b-233f-48cc-8b85-51f02e5e60db,2025-04-01T14:50:13.000Z,true,,3,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,7,true
127d2b6c-06c6-4db1-aae0-1b9aba93fa46,2024-04-14T16:22:13.000Z,true,,3,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,8,true
e06b9c15-7a99-47c2-b3ec-2fe207f9d0e0,2024-09-07T03:30:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,10,true
8dc596c0-8284-4772-9204-275f8bcc9322,2025-03-20T18:17:13.000Z,true,,4,The volunteers remembered me from last time. Such a warm community here.,19,true
57b19057-0914-4107-9cc5-f9cf4232a537,2023-03-29T14:57:13.000Z,true,,3,,46,true
ff23eb2d-4150-4bfc-9ca3-9ec13655dc7d,2023-04-02T18:55:13.000Z,true,,1,Very limited selection today — only canned beans and rice. Barely worth the trip.,29,false
a7f7a03a-b3e0-4541-a8c7-9f5b91b7e596,2023-12-22T07:41:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",19,true
ca134bf6-ccdf-49eb-99a8-af1a0e6e1f6a,2024-12-16T02:26:13.000Z,true,,3,Staff seemed short-handed today which slowed things down.,23,false
fc3dc13c-86c0-4d7c-97f2-1d172dc52919,2023-05-29T03:57:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",8,true
d66ee8b0-b9a6-4d38-9264-17d3dcfbbc27,2024-11-21T10:15:13.000Z,true,,5,Great experience for the third time in a row. Consistently excellent.,12,true
6a7c1267-edd3-4b0a-9df5-97b0f078cbd6,2023-04-15T23:07:13.000Z,true,,5,,6,true
cd1f12f4-11db-420d-a336-bbd44c8dcbdc,2025-12-19T01:55:13.000Z,true,,3,Average visit. Got what I needed but the process felt rushed.,58,true
7f58c89b-2b2a-4615-a88f-de9309b8a032,2025-12-07T00:16:13.000Z,true,,5,,24,true
33de2e1e-827b-4457-8610-7c319188c2b7,2024-12-30T22:11:13.000Z,true,,3,They were low on fresh produce but had plenty of canned goods.,31,true
04d121a1-3ef4-4fad-af41-61289b90b02a,2025-03-08T12:33:13.000Z,true,,3,The new volunteer coordinator has made a big improvement. Much smoother process.,22,true
7181fb50-ac07-41ed-8542-f10bc09e5222,2025-12-14T06:55:13.000Z,true,,5,They gave us enough food for the whole week. Cannot thank them enough.,23,true
312f7401-e76a-435e-97cf-cbb75261129f,2025-04-01T15:00:13.000Z,true,,3,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",23,true
fdd792c5-7316-42d3-953f-feafff807e08,2026-02-11T16:29:13.000Z,true,,3,Limited parking made it difficult but the pantry itself was well run.,43,false
a5642a75-29ff-491c-bd22-5da2bb601f47,2025-01-22T09:32:13.000Z,true,,1,The listing says open until 2pm but they closed at noon. Wasted my trip.,59,true
4db5618a-096e-46c4-9e44-b8ce62f4e801,2024-08-10T12:04:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",16,true
30427c65-df60-49b4-8ed0-0ff2a8b06a10,2025-08-16T06:43:13.000Z,true,,2,Good but the distribution area felt cramped with so many people.,33,true
5e0b8ca7-7669-4b71-9d2f-0eb393a5dc9c,2024-03-28T09:47:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",5,true
138ec02d-a103-45ba-be59-deeeac3dfdb5,2024-10-20T16:28:13.000Z,false,Did not have required ID documentation,1,The listing says open until 2pm but they closed at noon. Wasted my trip.,,true
ac5ef455-5090-40b3-adc8-d244891755c1,2025-11-21T11:44:13.000Z,true,,3,The hours changed recently and weren't updated online. Worth calling ahead.,62,true
ec2ad650-e625-42f5-9625-a42fded3cada,2025-11-28T22:10:13.000Z,true,,4,"Staff were so helpful and respectful. No judgment, just genuine kindness. Thank you.",19,true
1fa93aed-cdc5-4376-9358-9803596fee51,2024-07-14T14:11:13.000Z,false,"Wait time was too long, had to leave for work",1,"Long wait, rude volunteer, and barely any food left. Extremely frustrating.",,true
759d99bb-dafe-4722-b1d5-cd8e6668e8b8,2024-09-23T19:13:13.000Z,true,,4,Great experience for the third time in a row. Consistently excellent.,19,true
cebc6cee-7dc3-4827-80f9-a5e8866979ec,2024-11-26T13:06:13.000Z,true,,3,Limited parking made it difficult but the pantry itself was well run.,53,false
b1bfc61e-8d2b-4e73-b314-2acabd9ad543,2023-08-23T03:42:13.000Z,true,,5,Huge variety today including fresh eggs and dairy. Really helped my family this week.,11,true
a46f67c5-4d88-4e15-b707-177e17771711,2026-01-29T07:43:13.000Z,false,No childcare available and could not bring children inside,1,,,false
49f606e8-4f8c-4758-ba5e-01ecfc78a0db,2024-10-19T02:23:13.000Z,false,Ran out of food before I reached the front,1,Staff were dismissive and made me feel unwelcome. Will not be returning.,,true
1c25b7ed-783e-441e-9965-ddf96b5712d5,2025-07-25T18:42:13.000Z,true,,5,The new volunteer coordinator has made a big improvement. Much smoother process.,17,true
6027a684-ca87-4e80-b953-e350d277bbc4,2026-02-25T02:31:13.000Z,true,,5,Huge variety today including fresh eggs and dairy. Really helped my family this week.,6,true
304289d9-d19b-4755-803f-9e91b889e8ee,2023-04-25T19:18:13.000Z,true,,3,"Wait was longer than usual today, about 45 minutes. Staff were apologetic.",23,false
5f2b5e5b-0aa7-4a41-931c-1ffdb313c44e,2023-04-21T17:35:13.000Z,true,,5,Huge variety today including fresh eggs and dairy. Really helped my family this week.,12,true
8dcf4590-4bf7-406d-8549-1b1714e0ec8d,2023-04-24T04:23:13.000Z,true,,4,Huge variety today including fresh eggs and dairy. Really helped my family this week.,18,false
46d297c2-5789-4bc1-83ec-c41fc32a9c57,2025-09-01T05:02:13.000Z,true,,3,Limited parking made it difficult but the pantry itself was well run.,40,true
967e185a-dd65-4e38-906e-6dd5d57091f0,2024-05-13T07:15:13.000Z,true,,1,Very limited selection today — only canned beans and rice. Barely worth the trip.,76,false
5d047d5e-da0a-40b1-8954-d7ccb04dd98e,2024-11-11T02:18:13.000Z,true,,5,"Wonderful experience. They had meat, dairy, and fresh fruit. More than I expected.",30,true
73138ffe-a433-4f4a-bad3-c4b5d4e0cbf3,2026-02-04T00:52:13.000Z,true,,3,"Inconsistent — great last week, limited this week. Hard to plan around.",37,true
c5dad812-1f7f-472e-8192-8554d79fb430,2025-12-04T18:44:13.000Z,true,,3,Good but the distribution area felt cramped with so many people.,53,true
a33c90a1-c95e-4c32-8207-0e7fe0119045,2023-04-06T12:23:13.000Z,false,They only serve specific days and listing was wrong,1,Turned away after waiting 90 minutes. No explanation given.,,true
178f7c33-6e1c-4bcc-90fc-e26a0b150bc7,2024-09-30T19:28:13.000Z,true,,4,Huge variety today including fresh eggs and dairy. Really helped my family this week.,8,true
78b0ac7e-176f-491c-a5c8-ac4d68eac92b,2024-05-26T23:12:13.000Z,true,,4,The volunteers remembered me from last time. Such a warm community here.,21,true
b13ae1a1-d19c-4642-ba94-524b26970415,2025-11-27T01:01:13.000Z,true,,5,They had halal options available which was so important for my family.,23,true
880dc3c4-1bf9-47b3-8679-f7d242cd3432,2024-01-17T09:45:13.000Z,true,,1,They turned me away because I live outside their zip code. Felt dehumanizing.,31,true
680afdd3-77d3-4623-853a-51c80ebebfd0,2023-03-28T17:21:13.000Z,false,No childcare available and could not bring children inside,1,The address listed is different from the actual location. Took me 30 minutes to find.,,true
2e21cbfc-5dfb-44c2-a0b3-1c42a190ab98,2025-02-06T22:00:13.000Z,true,,4,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,24,true
292f1bdb-8793-4ef3-8f87-e6590d58cbdd,2024-10-14T14:36:13.000Z,true,,5,They had halal options available which was so important for my family.,7,true
e697891a-247d-4761-940e-fd73c723064f,2024-07-17T16:30:13.000Z,true,,5,"Wonderful experience. They had meat, dairy, and fresh fruit. More than I expected.",22,true
3a22b46a-5107-45f8-a9a1-601c2077c9a5,2025-08-04T04:22:13.000Z,true,,5,Huge variety today including fresh eggs and dairy. Really helped my family this week.,18,true
c6a34b81-0e1d-48da-9a85-9838d1999d3f,2023-07-02T09:48:13.000Z,true,,5,,8,true
a2e30d43-7d8b-4c2f-ab4b-a64a6dbe7a68,2023-11-12T04:14:13.000Z,true,,3,Friendly atmosphere and no excessive paperwork. Felt like a real community.,23,true
65544c8f-bc24-4dec-a21a-5e1799581882,2023-03-31T20:07:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",20,true
bf72bbff-0e84-4fb7-8510-2cd3062fb3d5,2023-12-04T09:51:13.000Z,true,,3,Fine experience overall. Nothing special but nothing bad either.,73,true
cb094e9f-bfd7-4195-b86c-0b489a43eed0,2024-08-08T19:00:13.000Z,true,,4,Fresh bread and vegetables today. Everything was clean and well presented.,14,true
c7351ae8-37a4-42e9-babd-35decce8dc5a,2025-01-10T14:08:13.000Z,true,,5,"Wonderful experience. They had meat, dairy, and fresh fruit. More than I expected.",18,true
5a3961ad-7cb5-4f88-97f8-b58db476e8d2,2023-12-07T18:24:13.000Z,true,,1,The listing says open until 2pm but they closed at noon. Wasted my trip.,15,false
2d927f8c-dda1-421d-8eb4-0f8ac99eebb4,2025-04-23T10:18:13.000Z,false,Could not find the location — address was incorrect,1,"Long wait, rude volunteer, and barely any food left. Extremely frustrating.",,false
000f92ed-a0f0-4c38-9a50-4131dc7661d6,2026-01-20T23:28:13.000Z,true,,3,The new volunteer coordinator has made a big improvement. Much smoother process.,28,true
d27aa721-6115-4432-867d-c8966c16548e,2023-10-24T01:54:13.000Z,true,,3,"Wait was longer than usual today, about 45 minutes. Staff were apologetic.",43,true
4ca098d1-c6a3-467e-b418-3db49e31d33a,2024-06-24T00:12:13.000Z,true,,4,Fresh bread and vegetables today. Everything was clean and well presented.,11,true
6ea5d10a-e95b-42da-b4db-081229279aae,2023-05-31T18:09:13.000Z,true,,5,They gave us enough food for the whole week. Cannot thank them enough.,13,true
97621852-8ca3-45bd-bda1-5d93e882ba3a,2024-06-03T13:55:13.000Z,true,,2,Some items were expired which was disappointing. Staff replaced them quickly.,46,true
47f1d4f9-a3ba-4f63-aa0f-e8a3d345da4e,2024-05-02T06:49:13.000Z,true,,4,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,19,true
21dba1ef-8b8f-459d-9121-12258074ff55,2025-10-16T08:00:13.000Z,true,,4,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,15,true
aac0940f-addd-4a70-b6e5-dcec501fb895,2025-04-05T12:10:13.000Z,true,,3,Decent selection but ran out of bread by the time I got there.,56,true
edc794c7-293f-4e97-a5e7-d9b8a1707605,2024-01-08T16:19:13.000Z,true,,3,Average visit. Got what I needed but the process felt rushed.,39,true
eacf93d8-ab0c-4e41-8f9e-80535dabe515,2024-10-17T03:38:13.000Z,true,,4,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,27,true
26de4643-3c61-4f4a-b56e-3f606ad0cb7c,2026-02-08T03:24:13.000Z,true,,5,Very organized and efficient. Was in and out in 15 minutes with a full bag.,18,true
b9e875a9-17ef-40f6-9684-14607b92c26d,2024-10-04T23:24:13.000Z,true,,2,,24,true
1d90bc3f-6cbd-4715-a912-443de851ec70,2025-12-10T00:03:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",7,true
2df10035-bcef-4b82-bbe9-c870dc3af214,2025-01-22T09:52:13.000Z,false,Outside of their service zip code area,1,,,true
5c91958f-4bd5-4343-b0bc-e50d1421fba9,2025-06-18T22:22:13.000Z,true,,4,Great experience for the third time in a row. Consistently excellent.,17,true
37614910-cf65-47d2-a2dd-9d39c71e36bd,2023-10-16T00:55:13.000Z,true,,3,They gave us enough food for the whole week. Cannot thank them enough.,14,true
b07f8583-cbca-410b-b922-8b65bb475b8f,2024-05-15T17:38:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,19,false
b9269b4b-c4e3-4f9e-899d-6b3c427fad62,2025-12-25T17:38:13.000Z,true,,2,Good but the distribution area felt cramped with so many people.,62,true
67ced32c-ee14-4094-a099-19adc2026a1a,2024-05-04T00:20:13.000Z,true,,1,"Long wait, rude volunteer, and barely any food left. Extremely frustrating.",3,false
d2c09dca-9053-407f-a8bd-8270d61bd5bc,2023-09-03T03:36:13.000Z,true,,3,They were low on fresh produce but had plenty of canned goods.,31,true
e155d097-6141-487c-afa5-b9b134cd11ac,2024-06-09T07:12:13.000Z,true,,2,Fine experience overall. Nothing special but nothing bad either.,66,true
55241476-1315-407c-8eb3-a9565e9fefb1,2026-02-19T19:35:13.000Z,false,No childcare available and could not bring children inside,2,The phone number listed doesn't work. Had no way to check if they were open.,,false
5a6a5f03-311a-4c87-9019-863ad16d8cf4,2024-07-07T08:40:13.000Z,true,,2,Food was past its use-by date. Health concern that should be addressed.,3,false
ef7a43d5-9128-41e9-8d15-86f83196c177,2023-08-07T18:41:13.000Z,true,,5,,18,true
7cc272a3-dff7-4194-812b-3fbd74522c3c,2026-02-10T03:29:13.000Z,true,,5,The staff speak Spanish which made everything so much easier for my mother.,29,true
b57c4fc5-50a2-4ecf-a5de-b4857a4ff4bd,2024-12-28T00:47:13.000Z,true,,4,Friendly atmosphere and no excessive paperwork. Felt like a real community.,8,true
4199513a-6fa8-434b-b29f-c5b63b8430a4,2025-10-11T03:37:13.000Z,true,,5,The new volunteer coordinator has made a big improvement. Much smoother process.,17,true
0cfe3cd8-c428-4130-b170-c9ad64f6f673,2025-12-21T19:42:13.000Z,true,,3,Very organized and efficient. Was in and out in 15 minutes with a full bag.,10,true
b2912a36-ea2e-414c-9a63-1400abdaf232,2024-07-22T09:06:13.000Z,true,,5,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,8,true
c79259dc-4872-4d47-bff2-623cf1e469bc,2024-04-17T20:36:13.000Z,true,,1,"Long wait, rude volunteer, and barely any food left. Extremely frustrating.",33,false
3f48b2a9-44c1-48e8-a3f7-f6b67ff0628b,2025-11-09T13:26:13.000Z,true,,3,Great experience for the third time in a row. Consistently excellent.,24,true
ddc089fc-44c4-415f-8852-8e25faf17129,2025-01-02T22:50:13.000Z,true,,5,The staff speak Spanish which made everything so much easier for my mother.,9,true
a74975e8-8c44-4825-ab23-aeb79a86db92,2024-07-07T18:52:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",14,true
301faac8-0fad-48ae-852d-d7285e30a6c2,2025-02-19T11:05:13.000Z,true,,4,Friendly atmosphere and no excessive paperwork. Felt like a real community.,22,true
96ad2a20-b006-4f4f-9997-9f1c7dba7d70,2023-09-26T17:57:13.000Z,false,"Arrived too late, they had stopped distributing",2,Closed when I arrived despite being listed as open. Third time this has happened.,,true
07dfd237-cdc3-483b-a211-e6de24dd7296,2026-02-13T08:56:13.000Z,true,,4,The volunteers remembered me from last time. Such a warm community here.,24,true
5fefcc3b-90c5-472b-9f0a-5d7d714891bd,2024-10-23T08:06:13.000Z,true,,4,,14,true
502fb166-481b-4665-af16-f3fb0a00c049,2025-03-11T11:14:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,14,true
7d33fad7-e22c-4703-bd73-77c5e8dc9d1a,2025-09-25T17:45:13.000Z,false,Did not have required ID documentation,1,Turned away after waiting 90 minutes. No explanation given.,,false
79c656d4-9545-4a02-b40b-41a5afb1cdf3,2023-09-17T18:23:13.000Z,true,,2,Mixed visit. Long line but staff were friendly once inside.,28,true
69a94f5e-2339-44ba-8458-9b5bd0bd05f1,2024-12-15T14:02:13.000Z,true,,4,"Well stocked today. Fresh produce, frozen meat, and pantry staples all available.",16,true
e99e2262-65ce-4acf-a723-cd7f2a50cf86,2025-04-01T01:59:13.000Z,true,,4,,29,true
5d39f3f9-7e9e-4367-964d-13bfc169bad3,2024-08-21T18:23:13.000Z,false,Too far to travel without transportation,1,,,false
9ec84276-d2dc-49fd-9771-5b8a5d378190,2025-08-02T06:01:13.000Z,true,,5,They gave us enough food for the whole week. Cannot thank them enough.,18,true
ce8c16e0-9366-4857-8145-330d9642eb8c,2024-10-13T02:16:13.000Z,true,,5,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,28,true
b92c982e-0e15-4603-85a9-289b58df235b,2024-03-31T18:11:13.000Z,true,,3,,26,true
eae1c2ae-0f4f-4846-b2a2-383bc2968e0f,2025-05-13T18:12:13.000Z,true,,3,Some items were expired which was disappointing. Staff replaced them quickly.,59,true
62890cd6-b7b0-4085-aa08-3124523f2675,2025-02-15T09:13:13.000Z,true,,5,The new volunteer coordinator has made a big improvement. Much smoother process.,23,true
f12646dd-a0ac-49cd-86e7-f75aec6add8f,2025-02-05T05:30:13.000Z,true,,5,They had halal options available which was so important for my family.,14,true
12fc417d-a511-4013-866c-7161d55be613,2024-04-24T21:46:13.000Z,true,,3,"Staff were so helpful and respectful. No judgment, just genuine kindness. Thank you.",9,true
45044e96-3c54-44fa-938e-ffd6b62e14bb,2024-07-12T03:08:13.000Z,false,Could not find the location — address was incorrect,1,Not enough staff for the number of people waiting. Chaotic and disorganized.,,false
bea5d5bf-60d4-436a-962e-d3443fd3df42,2026-02-10T18:26:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,9,true
946f0206-894e-49dc-a4ee-521b88908ee5,2024-11-23T21:51:13.000Z,true,,3,Friendly atmosphere and no excessive paperwork. Felt like a real community.,9,true
bf0b3a34-93af-4610-a568-05ec0bd93e93,2024-05-11T22:19:13.000Z,true,,3,Average visit. Got what I needed but the process felt rushed.,20,true
d7cca676-3fb4-47d9-953f-5e2a9a53725d,2024-07-09T01:37:13.000Z,true,,5,"Well stocked today. Fresh produce, frozen meat, and pantry staples all available.",21,true
0e649f53-853e-4b42-96b2-299adaea73ce,2023-06-01T21:42:13.000Z,true,,2,The hours changed recently and weren't updated online. Worth calling ahead.,23,true
b77d11ec-9cea-4963-ac3c-976b5a4b2720,2026-01-20T10:22:13.000Z,true,,4,They gave us enough food for the whole week. Cannot thank them enough.,7,true
f06620a7-742e-4627-9ecf-2b9b539984d3,2025-08-17T05:50:13.000Z,true,,2,Okay selection today. Hoping for more variety next time.,26,true
4556ca56-3285-4ad8-94e0-6f39b8e06bc9,2024-11-29T05:42:13.000Z,true,,5,Amazing variety of fresh produce today. The volunteers were incredibly kind and welcoming.,13,true
a0d94071-a83d-4fbf-8926-1b7bf20f44f3,2025-03-01T00:32:13.000Z,true,,4,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",21,true
a15491a6-b651-413e-82a7-7b4d588616f5,2024-01-04T13:30:13.000Z,true,,3,Good but the distribution area felt cramped with so many people.,41,true
fbbc616a-c6b5-4f86-bb66-c78d58881ceb,2024-10-02T08:43:13.000Z,true,,5,Fresh bread and vegetables today. Everything was clean and well presented.,12,true
1950aabd-3240-439e-b866-fb6054a7af29,2024-04-12T12:35:13.000Z,true,,5,Fresh bread and vegetables today. Everything was clean and well presented.,12,true
2ed3ef64-963e-47ac-b112-4107a3a3fa52,2025-08-23T19:54:13.000Z,false,No childcare available and could not bring children inside,1,Closed when I arrived despite being listed as open. Third time this has happened.,,true
46ad8c1f-ce66-4442-bb5e-17106d804b35,2024-04-21T14:39:13.000Z,true,,5,Huge variety today including fresh eggs and dairy. Really helped my family this week.,30,true
7b29e42c-1660-4359-9fe2-2ba59eb5ecfd,2023-08-29T03:36:13.000Z,true,,4,The volunteers remembered me from last time. Such a warm community here.,6,true
4342075b-5819-4c4b-8ab1-2e60ebfc928e,2024-12-01T03:58:13.000Z,true,,2,They were low on fresh produce but had plenty of canned goods.,34,true
5219ee34-73ab-419a-ba60-b28545e355c6,2024-10-14T07:51:13.000Z,false,"Wait time was too long, had to leave for work",1,Waited over an hour only to be told they couldn't help me without an ID I didn't know I needed.,,true
484bc769-34ba-45eb-bdb4-148688c63609,2025-04-30T17:00:13.000Z,true,,5,,10,true
d588ff56-7372-463d-b929-621c39dbb012,2026-02-08T23:46:13.000Z,true,,5,Great experience for the third time in a row. Consistently excellent.,20,true
d8994265-d89d-43ea-81cd-7c826a0a079f,2024-02-22T07:20:13.000Z,true,,3,The hours changed recently and weren't updated online. Worth calling ahead.,60,true
0d518a49-944e-47aa-b86f-185f3d11af42,2024-04-21T06:25:13.000Z,true,,5,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",26,true
4ccb4135-a5f6-46cb-a3ad-a8704f61e657,2026-01-19T11:29:13.000Z,true,,3,Some items were expired which was disappointing. Staff replaced them quickly.,72,true
b8d58f4b-6a21-4d32-9a9e-13bb3ebca122,2024-10-11T06:12:13.000Z,true,,2,The hours changed recently and weren't updated online. Worth calling ahead.,62,true
4005bd38-f125-4735-bb78-4ed727751473,2024-11-20T00:37:13.000Z,true,,5,Great experience for the third time in a row. Consistently excellent.,27,true
e7c4627f-b72d-4edb-84f8-1b9dab38a755,2025-02-18T06:51:13.000Z,true,,2,Limited parking made it difficult but the pantry itself was well run.,72,true
2cbeaa93-d9c9-473a-810d-72dfd594c811,2025-01-03T11:15:13.000Z,true,,5,,11,true
cbb390c7-581e-4abb-a3c3-eb2c798f1ea5,2023-11-30T21:24:13.000Z,true,,3,The new volunteer coordinator has made a big improvement. Much smoother process.,14,true
60dfb164-752b-4d3c-8a7e-544676b89b08,2025-04-26T03:10:13.000Z,false,"Wait time was too long, had to leave for work",2,The phone number listed doesn't work. Had no way to check if they were open.,,true
09f1baae-ea20-46b5-91dc-4c17f99c522e,2024-05-02T02:18:13.000Z,true,,4,Fresh bread and vegetables today. Everything was clean and well presented.,22,true
3b842d64-8613-4e5d-9ad6-6f8106ebd970,2025-04-27T11:45:13.000Z,true,,4,Fresh bread and vegetables today. Everything was clean and well presented.,10,true
414a098b-a932-44a2-9143-2d2af37065db,2025-04-27T09:08:13.000Z,false,Could not find the location — address was incorrect,2,,,false
6e18cebb-2b9f-4773-8bb5-79848787ea10,2023-11-14T11:23:13.000Z,true,,3,Fine experience overall. Nothing special but nothing bad either.,42,true
9bfc49db-1497-4085-81ee-c3f6a944b8a3,2023-03-17T06:11:13.000Z,true,,4,"Wonderful experience. They had meat, dairy, and fresh fruit. More than I expected.",9,true
3a7dc978-9300-4f8c-aea1-c3d77bac508b,2025-09-16T15:31:13.000Z,true,,2,They were low on fresh produce but had plenty of canned goods.,57,true
3a04c1c1-4d44-45f7-a5fb-e11d658d440d,2023-07-15T16:43:13.000Z,true,,5,Friendly atmosphere and no excessive paperwork. Felt like a real community.,24,true
965b5495-56c4-4190-88cd-d2a760d2bddd,2024-07-24T23:26:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,27,true
08cd81e8-8547-4995-ab04-513b0cac326d,2024-04-30T00:54:13.000Z,true,,5,They had halal options available which was so important for my family.,22,true
264de5de-2dbb-4abc-95ef-7b980bdff11b,2025-06-01T08:49:13.000Z,true,,5,"Wonderful experience. They had meat, dairy, and fresh fruit. More than I expected.",21,true
688181bf-c1f7-4481-9c52-7f8a9a9ded70,2024-05-29T10:07:13.000Z,true,,2,Smaller portions than last month but still grateful for what was available.,34,true
8e6a22bb-5072-43a1-b968-0517f0e24f25,2023-07-23T00:45:13.000Z,true,,3,Staff seemed short-handed today which slowed things down.,66,false
125738e5-cfea-481f-ad35-38482a5b9a73,2023-11-15T11:10:13.000Z,true,,3,Okay selection today. Hoping for more variety next time.,63,true
c9f94d7e-5476-41e6-85fe-37be0366e6dc,2023-03-24T23:59:13.000Z,true,,5,The volunteers remembered me from last time. Such a warm community here.,26,true
526ca704-1d29-4565-ab4b-f6f12ebd9cd1,2023-11-30T03:28:13.000Z,true,,5,Friendly atmosphere and no excessive paperwork. Felt like a real community.,6,true
da6e23fb-3815-481c-8722-547b796ce193,2024-09-06T04:53:13.000Z,true,,3,Great experience for the third time in a row. Consistently excellent.,6,true
1bfc364c-9937-4b9a-86f6-97e3d5c81272,2024-07-27T05:33:13.000Z,true,,4,"Really impressed with the selection. Got fresh vegetables, bread, and canned goods. Will definitely return.",18,true
f0b8bfa0-43ff-4dfa-b32c-501c44451666,2023-12-24T23:34:13.000Z,true,,3,They were low on fresh produce but had plenty of canned goods.,67,true
