review_id,created_at,resource_id,resource_name,city,zip_code,rating,sentiment,attended,did_not_attend_reason,wait_time_minutes,information_accurate,text,photo_url,photo_public,share_text_with_resource,status,reviewed_by_name,moderation_date,inaccurate_note,client_flag_created,resource_flag_created,shared_social,follow_up_sent,raffle_tickets,referred_by,referred_role,is_synthetic,attended_binary,information_accurate_binary,rating_category,text_length,has_text,has_photo,was_moderated,any_flag_raised,outcome_label
2c0f58f1-58af-4481-b1e2-c3a0f7e7cb9f,2026-01-29T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,2,negative,False,Arrived too late/Missed cutoff time,,False,The cutoff time is not clearly listed. I arrived 45 minutes before the listed closing time but was still turned away.,,,True,Flagged,David Lee,2026-01-30,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Hospital referral,Community,True,0,0,low,117,1,0,1,1,did_not_receive_help
b968253c-55eb-4c58-89e7-6a28df5606da,2026-01-28T00:00:00Z,536,Grand Central Food Program,Belmont,10458,5,positive,True,,20,True,Best food pantry in the area. Always fully stocked and the volunteers remember your name. They even helped carry my bags to the bus stop.,,,False,Completed,David Lee,2026-01-29,,False,False,True,False,5,Direct Visit,Healthcare,True,1,1,high,137,1,0,1,0,positive_experience
bba4075d-4e77-455f-a2a9-9848d5ed0fd7,2026-02-01T00:00:00Z,536,Grand Central Food Program,Belmont,10458,4,positive,True,,45,True,"Consistently reliable. Hours are accurate, location is easy to find, and the food is fresh. Minor complaint is the wait time on Saturdays.",,,False,Completed,David Lee,2026-02-02,,False,False,False,False,4,Neighbor,Healthcare,True,1,1,high,138,1,0,1,0,positive_experience
addb4094-918e-4693-a97b-08455b63807b,2026-01-12T00:00:00Z,581,BREAD OF LIFE FOOD PANTRY,Bronx,10472,1,negative,False,Location was closed/Hours were incorrect,,False,Wasted two bus rides. The hours on the listing were wrong and the location was completely dark when I arrived.,,,True,Flagged,Jessica Martinez,2026-01-13,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Social Worker,Community,True,0,0,low,110,1,0,1,1,did_not_receive_help
a4c026bf-36c9-49ca-bec7-78d515a12347,2026-03-01T00:00:00Z,1201,Vilanova Community Services,University Heights,10468,2,negative,False,Did not meet eligibility requirements,,False,Was not aware of the residency requirement until I arrived. Would be helpful to list eligibility criteria clearly on the platform.,,,True,Flagged,David Lee,2026-03-02,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Community board,,True,0,0,low,130,1,0,1,1,did_not_receive_help
8d9dc99e-6eac-4dc0-a8a7-2daa2e3c6f29,2026-01-15T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,3,neutral,True,,30,False,Mixed experience. Bread and canned goods were plentiful but no fresh produce left. Information about availability would help plan better.,,,False,Pending,,,,False,False,False,False,3,Church bulletin,Community,True,1,0,mid,137,1,0,0,0,neutral_experience
4c26eeac-701f-47da-b621-8e8c36ccf287,2026-03-06T00:00:00Z,288,Corona SDA Church,New York,11368,3,neutral,True,,50,True,Got what I needed but the space was crowded and chaotic. Would benefit from a better queuing system. The food quality was fine.,,,True,Pending,,,,False,False,False,False,3,Social Worker,,True,1,1,mid,127,1,0,0,0,neutral_experience
bdce4cf9-8cba-4f78-af97-61fa084ce753,2026-03-06T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,3,neutral,True,,40,True,Adequate for my needs. Limited fresh items by my arrival time. The volunteers were friendly but clearly overwhelmed.,,,True,Pending,,,,False,False,False,False,3,Hospital referral,,True,1,1,mid,116,1,0,0,0,neutral_experience
8a215c85-af33-49fc-8f58-85595aac3cbc,2026-03-09T00:00:00Z,ckxexc1jt01770413fm6ns3qo,Commonpoint Queens - The Jack & Shirley Silver Hub,Elmhurst,11373,2,negative,False,Arrived too late/Missed cutoff time,,False,The cutoff time is not clearly listed. I arrived 45 minutes before the listed closing time but was still turned away.,,,True,Flagged,David Lee,2026-03-10,Listing information flagged as inaccurate by client — requires verification,True,True,False,False,2,Hospital referral,,True,0,0,low,117,1,0,1,1,did_not_receive_help
f2fa4358-4a2d-44df-83a7-f342bd1c5e9a,2026-01-31T00:00:00Z,604,Infinity Bible Church,Bronx,10472,3,neutral,True,,40,True,Adequate for my needs. Limited fresh items by my arrival time. The volunteers were friendly but clearly overwhelmed.,,,True,Pending,,,,False,False,False,False,3,Social Worker,Volunteer,True,1,1,mid,116,1,0,0,0,neutral_experience
b4773670-81f5-4538-ba34-cfb9b0de7c98,2026-01-09T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,1,negative,False,Location was closed/Hours were incorrect,,False,Wasted two bus rides. The hours on the listing were wrong and the location was completely dark when I arrived.,,,False,Flagged,Jessica Martinez,2026-01-10,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Church bulletin,Outreach,True,0,0,low,110,1,0,1,1,did_not_receive_help
a4be9ac7-1abc-4708-b552-02dbd761791f,2026-02-24T00:00:00Z,581,BREAD OF LIFE FOOD PANTRY,Bronx,10472,2,negative,False,Did not meet eligibility requirements,,False,Was not aware of the residency requirement until I arrived. Would be helpful to list eligibility criteria clearly on the platform.,,,False,Flagged,Jessica Martinez,2026-02-25,Listing information flagged as inaccurate by client — requires verification,True,True,False,False,2,Hospital referral,Community,True,0,0,low,130,1,0,1,1,did_not_receive_help
5d42f173-c908-4c5a-a59a-59dcacb10baa,2026-02-27T00:00:00Z,ckxexc1jn01080413rbrmcrhh,Met Council - SNAP Assistance,New York,10004,1,negative,False,Resource was out of items/Capacity reached,,False,Got there 30 minutes before listed closing time and was told they had run out of food. Very disappointing for families who traveled far.,,,True,Flagged,Jessica Martinez,2026-02-28,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,211 Helpline,Social Worker,True,0,0,low,136,1,0,1,1,did_not_receive_help
e504102c-2d65-417b-82cf-e30cc8551f51,2026-01-29T00:00:00Z,581,BREAD OF LIFE FOOD PANTRY,Bronx,10472,3,neutral,True,,60,True,Decent selection but ran low on produce by the time I arrived. Staff were polite. Line moved slowly — about an hour wait.,,,True,Pending,,,,False,False,False,False,3,211 Helpline,Healthcare,True,1,1,mid,121,1,0,0,0,neutral_experience
e90a79ee-b74c-4b3d-9ea7-8d241a28ac8c,2026-02-12T00:00:00Z,clihuxhac0dypqm0h9f3kewjr,St Lawrence Matthew 25 Ministry,Northwest Tampa,33614,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,False,Completed,Jessica Martinez,2026-02-13,,False,False,False,False,5,,Healthcare,True,1,1,high,183,1,0,1,0,positive_experience
bac01dc6-1d74-4f95-bbea-d7ab9b5b91ab,2026-03-15T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,1,negative,False,Location was too far or difficult to reach,,False,The address is in a location with very limited transit access. Not accessible for people without a car.,,,True,Pending,,,,False,False,False,False,2,School counselor,Healthcare,True,0,0,low,103,1,0,0,0,did_not_receive_help
e5f31c55-4dc6-410d-a28c-cc96c64ddd5f,2026-02-25T00:00:00Z,clihuxhac0dypqm0h9f3kewjr,St Lawrence Matthew 25 Ministry,Northwest Tampa,33614,4,positive,True,,35,True,Great selection this week. A bit crowded but worth it. The staff were warm and efficient.,,,False,Pending,,,,False,False,False,False,4,Direct Visit,,True,1,1,high,89,1,0,0,0,positive_experience
ae53f126-e1e1-4bbf-8545-705cf5ee01e8,2026-01-13T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,True,Completed,David Lee,2026-01-14,,False,False,False,False,5,Neighbor,Healthcare,True,1,1,high,183,1,0,1,0,positive_experience
591ef398-a81c-4c7a-b1c6-3d22484b7bdd,2026-01-18T00:00:00Z,581,BREAD OF LIFE FOOD PANTRY,Bronx,10472,1,negative,True,,,False,Arrived at the time listed on the website and was turned away. Staff were dismissive and unhelpful. The listing hours are completely wrong.,,,True,Pending,,,,False,False,False,False,2,Direct Visit,Healthcare,True,1,0,low,139,1,0,0,0,negative_experience
c72614e9-2574-4cf7-a557-143c15cfc2d8,2026-02-26T00:00:00Z,ckxexc1jc0004041334pontvq,NYC SNAP Self-Application,New York,,5,positive,True,,20,True,Best food pantry in the area. Always fully stocked and the volunteers remember your name. They even helped carry my bags to the bus stop.,,,True,Completed,Jessica Martinez,2026-02-27,,False,False,True,False,5,Neighbor,Healthcare,True,1,1,high,137,1,0,1,0,positive_experience
c4f1082f-bb15-457a-9bd7-e525bdf3e7cf,2026-03-03T00:00:00Z,1201,Vilanova Community Services,University Heights,10468,1,negative,False,Location was closed/Hours were incorrect,,False,Wasted two bus rides. The hours on the listing were wrong and the location was completely dark when I arrived.,,,True,Flagged,David Lee,2026-03-04,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,211 Helpline,Community,True,0,0,low,110,1,0,1,1,did_not_receive_help
f2b2f9de-04ce-4fad-bec8-a961f92118ae,2026-02-06T00:00:00Z,536,Grand Central Food Program,Belmont,10458,1,negative,True,,,False,Arrived at the time listed on the website and was turned away. Staff were dismissive and unhelpful. The listing hours are completely wrong.,,,False,Pending,,,,False,False,False,False,2,Neighbor,Outreach,True,1,0,low,139,1,0,0,0,negative_experience
b15cab5e-22c5-48f9-b612-1947f768a043,2026-03-16T00:00:00Z,cl7hzbgzp12810gmh5ifrizsx,Stacey's Pantry,Elmhurst,11373,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,True,Completed,Jessica Martinez,2026-03-17,,False,False,False,False,5,Direct Visit,Social Worker,True,1,1,high,183,1,0,1,0,positive_experience
27593f54-d056-4e51-a335-0c00b6901e7b,2026-01-21T00:00:00Z,ckxexc1jn01080413rbrmcrhh,Met Council - SNAP Assistance,New York,10004,1,negative,False,Resource was out of items/Capacity reached,,False,Got there 30 minutes before listed closing time and was told they had run out of food. Very disappointing for families who traveled far.,,,True,Flagged,Jessica Martinez,2026-01-22,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Social Worker,,True,0,0,low,136,1,0,1,1,did_not_receive_help
e0c668b8-9c04-4a07-8cc3-411a02e1a534,2026-02-21T00:00:00Z,ckxexc1jc0004041334pontvq,NYC SNAP Self-Application,New York,,3,neutral,True,,60,True,Decent selection but ran low on produce by the time I arrived. Staff were polite. Line moved slowly — about an hour wait.,,,True,Pending,,,,False,False,False,False,3,Neighbor,Social Worker,True,1,1,mid,121,1,0,0,0,neutral_experience
be883453-f83c-4540-bf66-1270cd03c736,2026-01-11T00:00:00Z,cli8h3c19022anu0hyxla8p5t,Morning Star Church Hope Effect Food Pantry,Tampa,33624,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,False,Pending,,,,False,False,False,False,5,Neighbor,,True,1,1,high,183,1,0,0,0,positive_experience
eabd6066-e19b-4a3f-a06f-5d38c54c8fcc,2026-01-31T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,3,neutral,True,,30,False,Mixed experience. Bread and canned goods were plentiful but no fresh produce left. Information about availability would help plan better.,,,False,Pending,,,,False,False,False,False,3,Church bulletin,,True,1,0,mid,137,1,0,0,0,neutral_experience
3fb05181-6c64-448f-badd-13a48c3b0aa8,2026-02-28T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,3,neutral,True,,40,True,Adequate for my needs. Limited fresh items by my arrival time. The volunteers were friendly but clearly overwhelmed.,,,False,Pending,,,,False,False,False,False,3,211 Helpline,Community,True,1,1,mid,116,1,0,0,0,neutral_experience
8538e6d0-cd4e-40b2-99c3-152dd19e5430,2026-01-13T00:00:00Z,cli8h3c19022anu0hyxla8p5t,Morning Star Church Hope Effect Food Pantry,Tampa,33624,1,negative,False,Location was too far or difficult to reach,,False,The address is in a location with very limited transit access. Not accessible for people without a car.,,,True,Flagged,Jessica Martinez,2026-01-14,Listing information flagged as inaccurate by client — requires verification,True,True,False,False,2,Social Worker,Healthcare,True,0,0,low,103,1,0,1,1,did_not_receive_help
8261f102-1992-4947-b3b1-f25871f051d8,2026-01-21T00:00:00Z,cl22bhgrx1146933lyclc0kfvl2,Community FoodBank of New Jersey,Hillside,07205,3,neutral,True,,40,True,Adequate for my needs. Limited fresh items by my arrival time. The volunteers were friendly but clearly overwhelmed.,,,False,Pending,,,,False,False,False,False,3,Community board,Social Worker,True,1,1,mid,116,1,0,0,0,neutral_experience
4fc0a8f4-45a0-42e0-b1e0-a75f5d1a203e,2026-01-02T00:00:00Z,604,Infinity Bible Church,Bronx,10472,1,negative,False,Resource was out of items/Capacity reached,,False,Got there 30 minutes before listed closing time and was told they had run out of food. Very disappointing for families who traveled far.,,,True,Flagged,David Lee,2026-01-03,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Social Worker,Volunteer,True,0,0,low,136,1,0,1,1,did_not_receive_help
b7e9b177-d874-4d66-93a2-29608f1fe4f0,2026-01-20T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,2,negative,False,Arrived too late/Missed cutoff time,,False,The cutoff time is not clearly listed. I arrived 45 minutes before the listed closing time but was still turned away.,,,False,Pending,,,,False,False,False,False,2,Neighbor,,True,0,0,low,117,1,0,0,0,did_not_receive_help
44a3d7f0-1e90-4103-abe8-3ce51b6d8e95,2026-02-03T00:00:00Z,cl22bhgrx1146933lyclc0kfvl2,Community FoodBank of New Jersey,Hillside,07205,4,positive,True,,20,True,Volunteers are incredibly kind. The process was smooth and I left with more food than I expected. The listing information was completely accurate.,,,True,Completed,David Lee,2026-02-04,,False,False,False,False,4,School counselor,,True,1,1,high,146,1,0,1,0,positive_experience
4c32c763-4bd4-4674-b909-ebd6ce3fa73f,2026-01-01T00:00:00Z,536,Grand Central Food Program,Belmont,10458,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,True,Pending,,,,False,False,False,False,5,Community board,Healthcare,True,1,1,high,183,1,0,0,0,positive_experience
08d89727-eb71-41d2-ae6d-1276d3491116,2026-03-12T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,1,negative,True,,,False,Arrived at the time listed on the website and was turned away. Staff were dismissive and unhelpful. The listing hours are completely wrong.,,,True,Flagged,David Lee,2026-03-13,Listing information flagged as inaccurate by client — requires verification,False,True,False,True,2,Church bulletin,Social Worker,True,1,0,low,139,1,0,1,1,negative_experience
cfec5044-51c8-44cf-8258-376d84a2b8d7,2026-03-16T00:00:00Z,288,Corona SDA Church,New York,11368,2,negative,True,,90,False,Long wait and very limited selection when I got to the front. Staff seemed stressed. The address listed online was slightly wrong which added 20 minutes to my commute.,,,True,Flagged,Jessica Martinez,2026-03-17,Listing information flagged as inaccurate by client — requires verification,False,True,False,False,2,Community board,Outreach,True,1,0,low,167,1,0,1,1,negative_experience
b0ed9895-0cdf-4986-aaeb-17135e66ab62,2026-02-15T00:00:00Z,ckxexc1jn01080413rbrmcrhh,Met Council - SNAP Assistance,New York,10004,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,False,Completed,Jessica Martinez,2026-02-16,,False,False,True,False,5,School counselor,Social Worker,True,1,1,high,183,1,0,1,0,positive_experience
6b33ee6c-83b6-42a4-892a-08f810722998,2026-01-31T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,4,positive,True,,45,True,"Consistently reliable. Hours are accurate, location is easy to find, and the food is fresh. Minor complaint is the wait time on Saturdays.",,,True,Completed,Jessica Martinez,2026-02-01,,False,False,False,False,4,Hospital referral,,True,1,1,high,138,1,0,1,0,positive_experience
9eb30329-c828-4802-b03a-786f72ecf380,2026-02-01T00:00:00Z,ckxexc1jn01080413rbrmcrhh,Met Council - SNAP Assistance,New York,10004,2,negative,True,,,False,Showed up during listed hours and was told distribution had already ended. Very frustrating after a long trip on public transit.,,,True,Pending,,,,False,False,False,False,2,School counselor,,True,1,0,low,128,1,0,0,0,negative_experience
68073c80-1e34-48db-9526-60f101347e35,2026-01-29T00:00:00Z,288,Corona SDA Church,New York,11368,1,negative,False,Location was closed/Hours were incorrect,,False,Wasted two bus rides. The hours on the listing were wrong and the location was completely dark when I arrived.,,,False,Flagged,David Lee,2026-01-30,Listing information flagged as inaccurate by client — requires verification,True,True,False,False,2,Neighbor,Volunteer,True,0,0,low,110,1,0,1,1,did_not_receive_help
6b8c4f67-035b-42b9-9db2-d875e7cc7538,2026-02-21T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,4,positive,True,,20,True,Volunteers are incredibly kind. The process was smooth and I left with more food than I expected. The listing information was completely accurate.,,,False,Pending,,,,False,False,False,False,4,Community board,Outreach,True,1,1,high,146,1,0,0,0,positive_experience
c9160936-5cff-4c6d-a80b-4a02fdabb661,2026-02-21T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,1,negative,False,Resource was out of items/Capacity reached,,False,Got there 30 minutes before listed closing time and was told they had run out of food. Very disappointing for families who traveled far.,,,True,Flagged,David Lee,2026-02-22,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,Church bulletin,Social Worker,True,0,0,low,136,1,0,1,1,did_not_receive_help
fc1c0087-0541-40ae-ba19-556db0ac7486,2026-01-14T00:00:00Z,536,Grand Central Food Program,Belmont,10458,5,positive,True,,15,True,"First time visiting and I was blown away by how organized everything was. Got fresh vegetables, fruit, bread, and even some meat. The bilingual staff made my grandmother feel welcome.",,,False,Completed,David Lee,2026-01-15,,False,False,False,False,5,,Volunteer,True,1,1,high,183,1,0,1,0,positive_experience
a1e49873-08c8-4984-8b35-3052ba4e3dc5,2026-01-25T00:00:00Z,1201,Vilanova Community Services,University Heights,10468,1,negative,False,Location was too far or difficult to reach,,False,The address is in a location with very limited transit access. Not accessible for people without a car.,,,True,Pending,,,,False,False,False,False,2,211 Helpline,Social Worker,True,0,0,low,103,1,0,0,0,did_not_receive_help
246dd59f-e0e2-4d9d-8163-13ae81b2604d,2026-01-26T00:00:00Z,ckxexc1jn01080413rbrmcrhh,Met Council - SNAP Assistance,New York,10004,2,negative,False,Arrived too late/Missed cutoff time,,False,The cutoff time is not clearly listed. I arrived 45 minutes before the listed closing time but was still turned away.,,,False,Pending,,,,False,False,False,False,2,Hospital referral,Social Worker,True,0,0,low,117,1,0,0,0,did_not_receive_help
ec6062fa-9e47-4723-8411-9040077f05ca,2026-02-08T00:00:00Z,cl22bhgrx1146933lyclc0kfvl2,Community FoodBank of New Jersey,Hillside,07205,4,positive,True,,35,True,Great selection this week. A bit crowded but worth it. The staff were warm and efficient.,,,False,Completed,David Lee,2026-02-09,,False,False,False,False,4,Community board,Social Worker,True,1,1,high,89,1,0,1,0,positive_experience
443fcf9e-4d62-4133-8ed4-22889b6f528c,2026-02-23T00:00:00Z,ckxexc1jt01770413fm6ns3qo,Commonpoint Queens - The Jack & Shirley Silver Hub,Elmhurst,11373,4,positive,True,,20,True,Volunteers are incredibly kind. The process was smooth and I left with more food than I expected. The listing information was completely accurate.,,,False,Completed,David Lee,2026-02-24,,False,False,True,False,4,,,True,1,1,high,146,1,0,1,0,positive_experience
9322217f-fa51-4a12-b229-aa47d2d796cd,2026-02-06T00:00:00Z,288,Corona SDA Church,New York,11368,3,neutral,True,,40,True,Adequate for my needs. Limited fresh items by my arrival time. The volunteers were friendly but clearly overwhelmed.,,,True,Pending,,,,False,False,False,False,3,Hospital referral,Community,True,1,1,mid,116,1,0,0,0,neutral_experience
963f721a-163b-496e-8023-1ffa33a5be40,2026-01-28T00:00:00Z,ckwzg4xud00983tykwdfc1drp,Nazareth Baptist Church,West New York,07093,1,negative,True,,,False,Arrived at the time listed on the website and was turned away. Staff were dismissive and unhelpful. The listing hours are completely wrong.,,,True,Flagged,David Lee,2026-01-29,Listing information flagged as inaccurate by client — requires verification,False,True,False,True,2,,,True,1,0,low,139,1,0,1,1,negative_experience
c5b95a75-95d3-4058-9fcc-7afa7d9da317,2026-02-12T00:00:00Z,1388,Elmcor Youth and Adult Services Inc.,Corona,11368,2,negative,False,Did not meet eligibility requirements,,False,Was not aware of the residency requirement until I arrived. Would be helpful to list eligibility criteria clearly on the platform.,,,True,Flagged,Jessica Martinez,2026-02-13,Listing information flagged as inaccurate by client — requires verification,True,True,False,False,2,Church bulletin,Volunteer,True,0,0,low,130,1,0,1,1,did_not_receive_help
bf1905f0-39b9-4d63-b2c7-36cc8b5304e5,2026-03-02T00:00:00Z,288,Corona SDA Church,New York,11368,3,neutral,True,,60,True,Decent selection but ran low on produce by the time I arrived. Staff were polite. Line moved slowly — about an hour wait.,,,True,Pending,,,,False,False,False,False,3,School counselor,,True,1,1,mid,121,1,0,0,0,neutral_experience
a6c010a4-678a-4db1-b7d1-cf3262a46d1f,2026-02-19T00:00:00Z,cli8h3c19022anu0hyxla8p5t,Morning Star Church Hope Effect Food Pantry,Tampa,33624,4,positive,True,,20,True,Volunteers are incredibly kind. The process was smooth and I left with more food than I expected. The listing information was completely accurate.,,,False,Pending,,,,False,False,False,False,4,Church bulletin,,True,1,1,high,146,1,0,0,0,positive_experience
6781084c-14d8-4186-8a62-42b5a907eecb,2026-01-14T00:00:00Z,285,Evangelical Church Cristo Es La Luz,New York,11373,5,positive,True,,10,True,Amazing variety of fresh produce and proteins. The volunteers treated everyone with dignity and respect. Will definitely return.,,,True,Pending,,,,False,False,False,False,5,,Community,True,1,1,high,128,1,0,0,0,positive_experience
0537ead8-0d97-4e62-b392-ab160d54c1db,2026-02-01T00:00:00Z,288,Corona SDA Church,New York,11368,2,negative,False,Arrived too late/Missed cutoff time,,False,The cutoff time is not clearly listed. I arrived 45 minutes before the listed closing time but was still turned away.,,,False,Flagged,David Lee,2026-02-02,Listing information flagged as inaccurate by client — requires verification,True,True,False,True,2,,Social Worker,True,0,0,low,117,1,0,1,1,did_not_receive_help
51eef904-0eeb-441a-845e-edf92d354a28,2026-03-06T00:00:00Z,cl22bhgrx1146933lyclc0kfvl2,Community FoodBank of New Jersey,Hillside,07205,1,negative,True,,,False,Arrived at the time listed on the website and was turned away. Staff were dismissive and unhelpful. The listing hours are completely wrong.,,,False,Pending,,,,False,False,False,False,2,Direct Visit,Community,True,1,0,low,139,1,0,0,0,negative_experience
40b9886f-014e-4b64-9f9b-6199a8eccda7,2026-02-05T00:00:00Z,536,Grand Central Food Program,Belmont,10458,3,neutral,True,,60,True,Decent selection but ran low on produce by the time I arrived. Staff were polite. Line moved slowly — about an hour wait.,,,False,Pending,,,,False,False,False,False,3,Neighbor,Outreach,True,1,1,mid,121,1,0,0,0,neutral_experience
f260857c-fa5b-4a97-bc37-54c83fb84ae8,2026-02-06T00:00:00Z,ckwzg4xud00983tykwdfc1drp,Nazareth Baptist Church,West New York,07093,5,positive,True,,20,True,Best food pantry in the area. Always fully stocked and the volunteers remember your name. They even helped carry my bags to the bus stop.,,,False,Completed,David Lee,2026-02-07,,False,False,False,False,5,Social Worker,Healthcare,True,1,1,high,137,1,0,1,0,positive_experience
